article_id,article_header,coder,ldi,relevant,start_date,end_date,date_precision,site_name,site_location,site_type,initiator,group_at_site,damage_type
04-2023-43,UNESCO Director Pledges $10 M. Toward Rebuilding Ukraine's Devastated Culture Sector,Marvin Nathan,2026-01-24 01:30:53,No,,,,,,Museum,,,Airstrike
07-2023-47,,Marvin Nathan,2026-01-24 01:31:14,No,,,,,,Museum,,,Airstrike
07-2023-47,,Marvin Nathan,2026-01-24 01:31:14,No,,,,,,Museum,,,Airstrike
05-2022-79,,Marvin Nathan,2026-01-24 01:33:18,No,,,,,,Museum,,,Airstrike
07-2022-31,UNESCO understands Ukrainian culture 'important part of world heritage' - Tkachenko,Marvin Nathan,2026-01-24 01:34:12,No,,,,,,Museum,,,Airstrike
08-2023-89,,Marvin Nathan,2026-01-24 01:35:22,Yes,,,,Kharkiv Art Museum,Kharkiv,Museum,Russian forces,,Airstrike
07-2023-254,,Marvin Nathan,2026-01-24 01:36:03,Yes,07/23/2023,07/23/2023,,Transfiguration Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,,Airstrike
06-2024-107,,Marvin Nathan,2026-01-24 01:36:13,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
07-2023-544,"SECRETARY-GENERAL STRONGLY CONDEMNS RUSSIAN FEDERATION MISSILE ATTACK ON WORLD HERITAGE SITE IN ODESA, UKRAINE",Marvin Nathan,2026-01-24 01:36:30,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
09-2022-109,,Marvin Nathan,2026-01-24 01:36:38,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
07-2022-14,The Ukrainian engineers racing to preserve historical monuments; UKRAINE WAR,Marvin Nathan,2026-01-24 01:37:34,Yes,,,2022,Drama Theater of Mariupol,Mariupol,Opera/theatre,Russian forces,,Airstrike
01-2024-141,A Russian Drone Burned Down A Nazi Museum,Marvin Nathan,2026-01-24 01:38:58,Yes,,,2024,Roman Shukhevych Museum,,Museum,Russian forces,,Airstrike
03-2022-200,Ukraine : ICIP: We record the crimes of the Russian occupiers against the cultural heritage of Ukraine,Marvin Nathan,2026-01-24 01:39:13,No,,,2024,,,Museum,,,Airstrike
07-2023-355,,Marvin Nathan,2026-01-24 01:40:47,Yes,,,July 2023,Transfiguration Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,,Airstrike
03-2022-497,We should all be concerned that Putin is trying to destroy Ukrainian culture,Marvin Nathan,2026-01-24 01:41:07,No,,,July 2023,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
07-2024-29,Bomb blasts and bee hives - surviving in Ukraine; Book of the week Two writers capture the horror of life under attack (plus the odd defiant raccoon). By Roger Boyes,Marvin Nathan,2026-01-24 01:42:42,No,,,July 2023,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
07-2023-649,,Marvin Nathan,2026-01-24 01:42:54,No,,,July 2023,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
08-2022-18,,Marvin Nathan,2026-01-24 01:43:47,No,,,July 2023,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
07-2023-67,Russians attack Transfiguration Cathedral in Odesa,Marvin Nathan,2026-01-24 01:44:45,No,,,July 2023,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
06-2022-58,War in Ukraine: Latest developments,Marvin Nathan,2026-01-24 01:47:07,No,,,July 2023,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
11-2022-62,Ukraine's cultural gems looted by Russia; Ukraine,Marvin Nathan,2026-01-24 01:48:32,Yes,,,2022,Kherson Regional Art Museum,Kherson,Museum,Russian forces,,Looting/stealing
04-2022-442,Cultural legacy is destroyed,Marvin Nathan,2026-01-24 01:48:40,No,,,2022,,,Museum,,,Looting/stealing
06-2023-112,,Marvin Nathan,2026-01-24 01:49:47,No,,,,,,Museum,,,Looting/stealing
08-2023-21,,Marvin Nathan,2026-01-24 01:50:00,No,,,,,,Museum,,,Looting/stealing
03-2022-97,Russia planning to destroy St. Sophia Cathedral - Tkachenko,Marvin Nathan,2026-01-24 01:50:14,No,,,,,,Museum,,,Looting/stealing
11-2022-3,,Marvin Nathan,2026-01-24 01:50:54,No,,,,,,Museum,,,Looting/stealing
07-2022-1,Tracking Ukrainian cultural sites destroyed or threatened by the Russian invasion,Marvin Nathan,2026-01-24 01:51:54,Yes,,,July 2022,Museum of Hryhorii Skovoroda,Kharkiv,Museum,Russian forces,,Airstrike
11-2023-202,Aftermath Of Russian Attack On Odesa,Marvin Nathan,2026-01-24 01:52:03,No,,,July 2022,,,Museum,,,Airstrike
07-2023-138,"NATO-Ukraine Council meeting on Wednesday, likely to discuss Black Sea security",Marvin Nathan,2026-01-24 01:54:34,No,,,July 2022,,,Museum,,,Airstrike
05-2022-12,Attacks on libraries and theatres are a chilling front in Russia's war,Marvin Nathan,2026-01-24 01:56:20,No,,,,,,Museum,,,Airstrike
07-2023-323,"Ukraine weeps for battered Odesa; As Russian missiles pound ""the pearl of the Black Sea,"" Vladimir Putin is sneering at NATO and the United Nations.",Marvin Nathan,2026-01-24 01:57:37,Yes,,,,Transfiguration Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,,Looting/stealing
11-2022-47,Кhersоn Museum Art Cоllectiоn Lооted Ahead оf Russian Retreat,Marvin Nathan,2026-01-24 01:59:23,Yes,,,2022,Kherson Art Museum,Kherson,Museum,Russian forces,,Airstrike
03-2022-679,"Andrea Mitchell Reports For March 17, 2022",Marvin Nathan,2026-01-24 02:03:25,No,,,,,,Museum,,,Airstrike
10-2024-10,,Marvin Nathan,2026-01-24 02:03:49,No,,,,,,Museum,,,Airstrike
12-2022-116,Russians demolishing historic buildings in Mariupol,Marvin Nathan,2026-01-24 02:05:09,Yes,,,,House with a clock,Mariupol,Monument,Russian forces,,Airstrike
12-2022-55,War tactics: Cultural cancellation,Marvin Nathan,2026-01-24 02:05:23,No,,,,,,Monument,,,Airstrike
06-2023-79,,Marvin Nathan,2026-01-24 02:06:44,Yes,,,2023,Oleshky and Nova Kakhovka,Kakhovka,Monument,Russian forces,,Deface/desecrate/vandalize
12-2022-154,"Russians Steal Medical Equipment From Hospitals; Furniture, Doors And Ambulances Included",Marvin Nathan,2026-01-24 02:07:57,Yes,,,2022,Oleksii Shovkunenko Kherson Art Museum,,Museum,Russian forces,,Looting/stealing
07-2023-173,,Marvin Nathan,2026-01-24 02:08:12,No,,,2022,,,Museum,,,Looting/stealing
04-2023-34,Russia plans 'to build on the bones of the people of Mariupol'; Google Maps update is a gut-wrenching before and after snapshot,Marvin Nathan,2026-01-24 02:09:28,Yes,,,,La Rochelle Patisserie,Mariupol,Monument,Russian Forces,,Airstrike
07-2023-11,Russia Strikes Port City Of Odesa - Ukraine,Marvin Nathan,2026-01-24 02:10:34,Yes,07/23/2023,07/23/2023,,Transfiguration Cathedra,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,,Airstrike
05-2022-82,Volunteer killed in shelling of zoo; Canada &; world digest,Marvin Nathan,2026-01-24 02:10:58,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
07-2023-64,,Marvin Nathan,2026-01-24 02:11:58,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
11-2023-125,,Marvin Nathan,2026-01-24 02:12:11,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
07-2023-553,,Marvin Nathan,2026-01-24 02:12:59,Yes,,,July 2023,Transfiguration Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,civilians,Airstrike
07-2024-123,International Trafficking Operation Leads to 85 Arrests and the Recovery of Thousands of Artworks and Artifacts,Marvin Nathan,2026-01-24 02:13:29,No,,,July 2023,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
11-2022-156,"Ukraine : A presentation of the ""City of Heroes - Kharkiv"" commemorative medal took place in Kharkiv",Marvin Nathan,2026-01-24 02:13:39,No,,,July 2023,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
03-2022-357,Strikes reportedly hit Kyiv's TV tower and Holocaust memorial,Marvin Nathan,2026-01-24 02:14:01,No,,,July 2023,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
02-2024-39,,Marvin Nathan,2026-01-24 02:15:08,Yes,,,,Kherson Art Museum,Kherson,Museum,Russian forces,,Looting/stealing
06-2024-38,Russian missiles destroyed my book but Ukraine will rise like a phoenix,Marvin Nathan,2026-01-24 02:16:00,Yes,,,2024,Factor-Druk,Kyiv,Other,Russian forces,,Airstrike
11-2023-204,,Marvin Nathan,2026-01-24 02:16:14,Yes,,,2024,,,Other,,,Airstrike
04-2022-1,Ukraine : ICIP records 135 episodes of Russian war crimes against cultural heritage in Ukraine,Marvin Nathan,2026-01-24 02:17:16,Yes,,,2022,Donetsk Academic Regional Drama Theater,Mariupol,Opera/theatre,Russian forces,,Airstrike
11-2023-52,"Russian air strikes wound eight in Odesa, damage museum, port, Ukrainian officials say",Marvin Nathan,2026-01-24 02:18:26,Yes,,,November 2024, Odesa National Art Museum,Odesa,Museum,Russian forces,,Airstrike
07-2022-2,Ukraine at UN: Russia deliberately destroying cultural heritage throughout country,Marvin Nathan,2026-01-24 02:19:10,Yes,,,2022,Hryhoriy Skovoroda Museum,Kharkiv,Museum,Russian forces,,Airstrike
02-2024-89,,Marvin Nathan,2026-01-24 02:19:59,No,,,,,,Museum,,,Airstrike
07-2023-99,,Marvin Nathan,2026-01-24 02:20:08,No,,,,,,Museum,,,Airstrike
04-2023-12,Ukraine: Zelenski denounces attack on museum that left one dead,Marvin Nathan,2026-01-24 02:20:29,No,,,,,,Museum,,,Airstrike
07-2023-284,Russian nighttime missile attack on Odessa caused damage to 25 architectural monuments,Marvin Nathan,2026-01-24 02:20:47,No,,,,,,Museum,,,Airstrike
03-2022-63,,Marvin Nathan,2026-01-24 02:21:07,No,,,,,,Museum,,,Airstrike
08-2023-145,,Marvin Nathan,2026-01-24 02:21:29,No,,,,,,Museum,,,Airstrike
11-2023-76,"Russia.War Russia Ukraine day 621: Russia refuses U.S. nuclear arsenal inspections; Russian Olympic Committee calls for review of IOC decision, and more",Marvin Nathan,2026-01-24 02:22:23,No,,,,,,Museum,,,Airstrike
04-2023-83,"War update: Russian attacks cause lot of destruction, casualties, injuries in eight regions",Marvin Nathan,2026-01-24 02:22:37,No,,,,,,Museum,,,Airstrike
01-2023-371,Unesco seeks to prevent trafficking in looted Ukrainian art,Marvin Nathan,2026-01-24 02:22:46,No,,,,,,Museum,,,Airstrike
07-2022-35,,Marvin Nathan,2026-01-24 02:22:57,No,,,,,,Museum,,,Airstrike
01-2023-76,UNESCO Is Training European Nations in How to Save Ukrainian Art Looted by Russia,Marvin Nathan,2026-01-24 02:23:07,No,,,,,,Museum,,,Airstrike
01-2024-40,Putin steps up kamikaze drone revenge after 24 killed in Russia,Marvin Nathan,2026-01-24 02:24:51,Yes,,,January 2024,Roman Shukhevych Museum,Lviv,Museum,Russian forces,,Airstrike
07-2023-216,July 23 Russian missile attack on Odesa,Marvin Nathan,2026-01-24 02:26:05,Yes,07/23/2023,07/23.2023,,Transfiguration Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,,Airstrike
08-2023-157,"Hurricane Hilary Expected to Make Landfall in Mexico and California; Rare Tropical Storm Warning Issued for Southern California; Maui Officials Now Searched 78% of Burn Zone; On Monday, Biden Will Survey the Damage in Maui; FEMA Warns Its Disaster Funds are Dwindling; Canada Wildfires; Hundreds of Buildings Destroyed by Two Wildfires; Trump and 18 Co-Defendants to Surrender This Week in Fulton County, Georgia; FBI Looking for Missing Member of Proud Boys; Children Wounded in Chernihiv Strike; Manhunt under way for West Bank Killers; Russia's War on Ukraine; Kursk Train Station Struck with Ukrainian Drone; F-16 Training for Ukrainian Pilots has Begun; Chernihiv Missile Attack Left 7 Dead, 148 Injured Including 15 Children; Ukraine pushes to obtain Swedish ""Gripen"" fighter jets; Manhunt Underway in the Occupied West Bank After Father and Son were Fatally Shot; Trump and ""The Gathering""; Women's World Cup to be Contested by England and Spain; 2024 Presidential Election; Republican Hopefuls Refrain from Discussing Trump; Guatemalans Go to Polls to Elect New President; Ecuadorians Will Vote for New President in the Face of Increasing Violence; Leader of Junta Proposes Gradual Return to Democracy; Interview with Canada Fire Chief West Kelowna Jason Brolund; Canada Facing Worst Fire Season on Record; Wildfire Damage Being Determined by British Columbia Firefighters; Nigerian Music Producer Blend A.I. to Create New Music. Aired 4-5a ET",Marvin Nathan,2026-01-24 02:27:10,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
01-2024-108,,Marvin Nathan,2026-01-24 02:27:48,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
11-2022-41,,Marvin Nathan,2026-01-24 02:29:02,Yes,,,2022,Kherson's regional history museum,Kherson,Museum,Russian forces,,Looting/stealing
07-2023-493,,Marvin Nathan,2026-01-24 02:30:06,Yes,,,,Transfiguration Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,Civilians,Airstrike
03-2022-150,UNESCO and Ukrainian Cultural Workers Are Moving to Defend the Country's Heritage,Marvin Nathan,2026-01-24 02:31:15,Yes,,,2022,Ivankiv Museum,Ivankiv,Museum,Russian forces,,Looting/stealing
02-2024-38,Denys Shmyhal: All cultural heritage sites affected by russian aggression will be included in a special state register to determine the amount of compensation from russia,Marvin Nathan,2026-01-24 02:31:51,No,,,,,,Museum,,,Looting/stealing
07-2023-28,Rishi Sunak ‘appalled’ by Odesa strikes amid efforts to restore vital grain deal,Marvin Nathan,2026-01-24 02:32:58,No,,,,,,Museum,,,Looting/stealing
06-2022-29,,Marvin Nathan,2026-01-24 02:33:08,No,,,,,,Museum,,,Looting/stealing
06-2022-29,,Marvin Nathan,2026-01-24 02:33:18,No,,,,,,Museum,,,Looting/stealing
12-2023-4,,Kateryna,2026-01-28 03:26:32,No,,,,,,Museum,,,Other
04-2022-16,Brownstein: Tragic death of Boris Brott shocks music world,Kateryna,2026-01-28 03:32:22,Yes,,,,"29 churches, several museums and war monuments, historic theatres",Mariupol and Kharkiv,Opera/theatre,unknown ,,UNKNOWN
11-2022-93,,Kateryna,2026-01-28 03:40:13,Yes,,,,Potemkin’s skull and bones,Kherson,"Place of burial (shrine, mausoleum, tomb, grave)",Russian occupiers,,Looting/stealing
07-2023-246,Russia Strikes Port City Of Odesa - Ukraine,Kateryna,2026-01-28 03:42:21,Yes,"July 23, 2023","July 23, 2023",,"historic centre of Odesa,  twenty-five architectural monuments, Transfiguration Cathedral",Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,,Rocket fire
03-2022-5,"OLEKSANDR TKACHENKO: HUNDREDS OF INNOCENT VICTIMS, THE TOTAL DESTRUCTION OF CHURCHES, CATHEDRALS AND MUSEUMS - IS THE PRICE OF THE STILL OPENED SKY OVER UKRAINE",Kateryna,2026-01-28 03:51:47,Yes,,,,"Assumption Cathedral, Kharkiv National University of Arts, Maria Pryimachenko museum, Kyiv State Academy of Decorative Arts and Design named by Mykhailo Boychuk","Kharkiv, Ivankov, Kyiv","Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian occupiers,,"Shelling (artillery fire, bullet)"
09-2024-2,,Kateryna,2026-01-28 03:54:39,Yes,,,,kurgans ,Vasylivka Raion Zaporizhzhia Oblast,"Place of burial (shrine, mausoleum, tomb, grave)",Russian Armed Forces,,Deface/desecrate/vandalize
07-2023-134,,Kateryna,2026-01-28 03:55:05,No,,,,,,"Place of burial (shrine, mausoleum, tomb, grave)",,,Deface/desecrate/vandalize
01-2024-101,Russians destroy Roman Shukhevych Museum in Lviv,Kateryna,2026-01-28 03:56:59,Yes,"December 31, 2023","December 31, 2023",The article states that the attack occurred on New Year's Eve,Roman Shukhevych museum,"Bilohorshcha, Lviv",Museum,Russian forces,,Fire
07-2023-104,Russian Strikes Damage Orthodox Cathedral - Odesa,Kateryna,2026-01-28 03:58:05,Yes,,,,Orthodox cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,,Rocket fire
05-2023-48,,Kateryna,2026-01-28 03:58:59,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Rocket fire
04-2022-132,Laura Ballman is Interviewed about Russia Destroying Ukraine Culture; Daniil Nemirovskiy is Interviewed about his Escape; Americans Concerned about Inflation. Aired 6:30-7a ET,Kateryna,2026-01-28 04:03:14,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Rocket fire
07-2023-441,,Kateryna,2026-01-28 04:05:29,Yes,,,,"Orthodox cathedral, 25 architectural monuments",Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,,Rocket fire
07-2023-738,Russia Strikes Port City Of Odesa - Ukraine,Kateryna,2026-01-28 04:07:08,Yes,"July 23, 2023","July 23, 2023",,"historic centre of Odesa, twenty-five architectural monuments were damaged, Transfiguration Cathedral",Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian missiles ,,Rocket fire
10-2022-118,Click - 00:30 AM GMT,Kateryna,2026-01-28 04:09:19,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Rocket fire
11-2023-82,,Kateryna,2026-01-29 22:18:47,No,,,,,,UNKNOWN,,,UNKNOWN
06-2024-42,"I went, I saw and I wrote: Iryna's Sacrifice",Kateryna,2026-01-29 22:30:58,Yes,,,,historical museum,Kupiansk,Museum,Russian forces,,UNKNOWN
02-2024-75,,Kateryna,2026-01-29 22:34:05,No,,,,,,Museum,,,UNKNOWN
07-2023-177,July 23 Russian missile attack on Odesa,Kateryna,2026-01-29 22:36:30,Yes,"July 23, 2023","July 23, 2023",,"historic centre of Odesa, twenty-five architectural monuments, Transfiguration Cathedral",Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian troops,,Rocket fire
07-2023-160,,Kateryna,2026-01-29 22:37:30,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Rocket fire
07-2023-390,Russian bombing destroys Odessa's Orthodox cathedral,Kateryna,2026-01-29 22:43:16,Yes,"July 22, 2023","July 23, 2023",The article states that attack occurred on Saturday night. ,"historic center of Odessa, buildings of the 19th and 20th centuries, Transfiguration Cathedral",Odessa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,,Airstrike
04-2022-181,Unesco registered 53 cultural sites damaged during Russian invasion of Ukraine,Kateryna,2026-02-03 01:50:53,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
11-2022-66,,Kateryna,2026-02-03 01:53:38,Yes,,,,Kherson Regional Art Museum ,Kherson ,Museum,Russian forces,labourers ,Looting/stealing
11-2022-33,,Kateryna,2026-02-03 01:54:04,No,,,,,,Museum,,,Looting/stealing
07-2023-52,,Kateryna,2026-02-03 01:56:31,Yes,,,,historic centre of Odesa,Odesa,Other,Russian forces,,UNKNOWN
11-2023-151,,Kateryna,2026-02-03 01:56:45,No,,,,,,Other,,,UNKNOWN
07-2023-584,Russia strikes Odesa hours before Putin-Lukashenko summit,Kateryna,2026-02-03 02:06:38,Yes,,,The article states that the attack occurred hours before the Putin-Lukashenko Summit ,Orthodox cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,,Rocket fire
